FID,id,geom,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,other_remarks,ownership,society_name,road_name,northing,easting,balanced,remarks,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_-4db,18041138,POINT (73.90351116700003 18.51834135400002),,,29,6,3,Healthy,,Private,Na,Dobarwadi  Road,18.51834135,73.90351117,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025426,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4da,18041139,POINT (73.903832026 18.518411932000046),,,65,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51841193,73.90383203,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025427,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d9,18041140,POINT (73.90361879000005 18.518284447000028),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51828445,73.90361879,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025429,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d8,18041141,POINT (73.9031219110001 18.518114362000063),,,59,8,5,Healthy,,Private,Na,Kavade Mala Road,18.51811436,73.90312191,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025674,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d7,18041142,POINT (73.90352860100005 18.51830638300004),,,45,7,3,Healthy,,Private,Na,Dobarwadi  Road,18.51830638,73.9035286,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025431,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d6,18041143,POINT (73.90377704100008 18.51857820200006),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.5185782,73.90377704,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025432,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d5,18041144,POINT (73.90350110800004 18.51855404000003),,,59,7,3,Healthy,,Private,Na,Dobarwadi  Road,18.51855404,73.90350111,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025433,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d4,18041145,POINT (73.90366103500008 18.518430053000017),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51843005,73.90366103,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025435,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d3,18041146,POINT (73.90365701200007 18.518386816000028),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51838682,73.90365701,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025434,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d2,18041147,POINT (73.90350244900002 18.518479966000037),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51847997,73.90350245,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025436,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d1,18041148,POINT (73.90358895100007 18.51859791200008),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51859791,73.90358895,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025437,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4d0,18041149,POINT (73.90346992800004 18.51815060400001),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.5181506,73.90346993,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025438,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4cf,18041150,POINT (73.903798163 18.518611901000032),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.5186119,73.90379816,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025439,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ce,18041151,POINT (73.90266224700007 18.51812962200005),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51812962,73.90266225,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025441,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4cd,18041152,POINT (73.90343338300005 18.518222453000078),,,75,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51822245,73.90343338,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025440,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4cc,18041153,POINT (73.90363320700004 18.518534329000037),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51853433,73.90363321,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025442,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4cb,18041154,POINT (73.90338610900004 18.51855404000003),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51855404,73.90338611,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025443,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ca,18041155,POINT (73.90541922300011 18.517268384000026),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51726838,73.90541922,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025444,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c9,18041156,POINT (73.90363991300005 18.518545138000036),,,59,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51854514,73.90363991,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025445,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c8,18041157,POINT (73.90340589000004 18.51835025600008),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51835026,73.90340589,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025446,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c7,18041158,POINT (73.90360873200008 18.518565485000067),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51856548,73.90360873,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025447,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c6,18041159,POINT (73.90366237600004 18.518682478000066),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51868248,73.90366238,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025448,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c5,18041160,POINT (73.90355709900005 18.51825138400003),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51825138,73.9035571,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025449,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c4,18041161,POINT (73.90368517500009 18.518283176000065),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51828318,73.90368518,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025450,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c3,18041162,POINT (73.90371166200006 18.518520023000047),,,65,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51852002,73.90371166,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025451,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c2,18041163,POINT (73.90356615200007 18.51848473400003),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51848473,73.90356615,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025454,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c1,18041164,POINT (73.90354737600008 18.51817826300003),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51817826,73.90354738,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025452,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4c0,18041165,POINT (73.90366237600004 18.51870886500006),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51870887,73.90366238,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025453,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4bf,18041166,POINT (73.90354201200005 18.518557537000042),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51855754,73.90354201,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025455,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4be,18041167,POINT (73.90352424200009 18.518392857000023),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51839286,73.90352424,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025456,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4bd,18041168,POINT (73.90357453400003 18.518364244000043),,,59,7,4,Healthy,,Private,Na,Dobarwadi  Road,18.51836424,73.90357453,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025457,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4bc,18041169,POINT (73.90358459200006 18.51866785400004),,,53,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51866785,73.90358459,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025458,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4bb,18041170,POINT (73.90356984000003 18.51866403900003),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51866404,73.90356984,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025459,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ba,18041171,POINT (73.90360739100001 18.518228176000022),,,59,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51822818,73.90360739,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025460,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b9,18041172,POINT (73.90351619600007 18.518431960000036),,,42,7,3,Healthy,,Private,Na,Dobarwadi  Road,18.51843196,73.9035162,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025461,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b8,18041173,POINT (73.90365365900004 18.518610629000012),,,59,8,4,Healthy,,On Bridge,Na,Dobarwadi  Road,18.51861063,73.90365366,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025463,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b7,18041174,POINT (73.90335157500004 18.51822754000005),,,59,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51822754,73.90335158,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025464,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b6,18041175,POINT (73.90354402400007 18.518518116000045),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51851812,73.90354402,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025465,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b5,18041176,POINT (73.90370830900008 18.51836519800003),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.5183652,73.90370831,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025466,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b4,18041177,POINT (73.90368450400005 18.518582335000072),,,56,8,4,Healthy,,Private,Na,Dobarwadi  Road,18.51858234,73.9036845,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025468,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b3,18041178,POINT (73.90354938800003 18.51837727900004),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51837728,73.90354939,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025467,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b2,18041179,POINT (73.90359934400004 18.518415429000072),,,59,7,5,Healthy,,Private,Na,Dobarwadi  Road,18.51841543,73.90359934,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025469,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b1,18041180,POINT (73.90380922700007 18.518390949000015),,,98,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51839095,73.90380923,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025470,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4b0,18041181,POINT (73.90350412600003 18.51821768500002),,,53,7,3,Healthy,,Private,Na,Dobarwadi  Road,18.51821768,73.90350413,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025471,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4af,18041182,POINT (73.90352927100007 18.518480284000074),,,38,6,2,Healthy,,Private,Na,Dobarwadi  Road,18.51848028,73.90352927,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025472,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ae,18041183,POINT (73.90345986900006 18.51842210500006),,,48,7,0,Poor,,Private,Na,Dobarwadi  Road,18.5184221,73.90345987,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025473,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ad,18041184,POINT (73.90335626900004 18.518236442000035),,,89,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51823644,73.90335627,TRUE,Mechanically cut,N/A,41,Acacia nilotica (Linn.) Del.,4025474,Babul,Babool,Timber wood,Seasonal,October-December,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ac,18041185,POINT (73.90354670600004 18.51859473300003),,,89,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51859473,73.90354671,TRUE,Mechanically cut,N/A,41,Azadirachta indica Juss.,4025475,Neem,Neem,Medicinal,Seasonal,March-May,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4ab,18041186,POINT (73.90351552500003 18.518363608000058),,,48,7,3,Healthy,,Private,Na,Dobarwadi  Road,18.51836361,73.90351553,TRUE,Mechanically cut,N/A,41,Azadirachta indica Juss.,4025476,Neem,Neem,Medicinal,Seasonal,March-May,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4aa,18041187,POINT (73.90323624000008 18.518271095000028),,,68,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51827109,73.90323624,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025477,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a9,18041188,POINT (73.90315242100009 18.518345169000035),,,59,8,5,Healthy,,Private,Na,Dobarwadi  Road,18.51834517,73.90315242,TRUE,Mechanically cut,N/A,41,Leucaena leucocephala (Lamk.)De.wit.,4025478,Subabul,Subabul,Timber wood,Seasonal,July-January,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a8,18041189,POINT (73.78868881600005 18.551549245000043),,,31,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55154925,73.78868882,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025480,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a7,18041190,POINT (73.78872435500007 18.55148217800007),,,35,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55148218,73.78872435,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025479,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a6,18041191,POINT (73.78861807300007 18.55131435100002),,,32,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55131435,73.78861807,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025481,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a5,18041192,POINT (73.78883063800004 18.55148217800007),,,38,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55148218,73.78883064,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025482,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a4,18041193,POINT (73.78861807300007 18.55148217800007),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55148218,73.78861807,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025483,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a3,18041194,POINT (73.78880012800005 18.551462471000033),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55146247,73.78880013,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025484,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a2,18041195,POINT (73.90297070100007 18.518041877000023),,,64,8,5,Healthy,,Private,Na,Kavade Mala Road,18.51804188,73.9029707,TRUE,Mechanically cut,N/A,41,Dalbergia lanceolaria Linn.f.,4025529,Dandus,Dandus,Medicinal,Seasonal,November-June,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a1,18041196,POINT (73.78880012800005 18.55129241900005),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55129242,73.78880013,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025485,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-4a0,18041197,POINT (73.78876023000002 18.551349951000056),,,35,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55134995,73.78876023,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025486,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49f,18041198,POINT (73.7887552010001 18.55141987900003),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55141988,73.7887552,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025487,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49e,18041199,POINT (73.78871060900006 18.55133501100004),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55133501,73.78871061,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025490,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49d,18041200,POINT (73.78868814600007 18.551377286000047),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55137729,73.78868815,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025488,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49c,18041201,POINT (73.78864321900006 18.551249826000056),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55124983,73.78864322,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025489,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49b,18041202,POINT (73.78866568200006 18.551335011000027),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55133501,73.78866568,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025491,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-49a,18041203,POINT (73.78864321900006 18.551249826000056),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55124983,73.78864322,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025492,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-499,18041204,POINT (73.78871060900006 18.551355990000054),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55135599,73.78871061,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025493,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-498,18041205,POINT (73.78871060900006 18.551249826000056),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55124983,73.78871061,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025494,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-497,18041206,POINT (73.78877766400004 18.55135599000004),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55135599,73.78877766,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025495,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-496,18041207,POINT (73.78866568200006 18.55129241900005),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55129242,73.78866568,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025496,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-495,18041208,POINT (73.78884505500011 18.55135599000004),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55135599,73.78884505,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025497,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-494,18041209,POINT (73.78873273700003 18.55120755200004),,,31,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55120755,73.78873274,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025498,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-493,18041210,POINT (73.78864321900006 18.551335011000027),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55133501,73.78864322,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025499,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-492,18041211,POINT (73.78877766400004 18.55141987900003),,,31,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55141988,73.78877766,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025500,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-491,18041212,POINT (73.78859862700004 18.551377286000047),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55137729,73.78859863,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025502,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-490,18041213,POINT (73.78862075500005 18.551313715000045),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55131371,73.78862075,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025501,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-48f,18041214,POINT (73.78862075500005 18.551249826000056),,,38,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55124983,73.78862075,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025503,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-48e,18041215,POINT (73.78859862700004 18.551398582000044),,,36,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55139858,73.78859863,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025504,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-48d,18041216,POINT (73.78877766400004 18.551271123000042),,,35,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55127112,73.78877766,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025505,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-48c,18041217,POINT (73.78868814600007 18.551313715000045),,,39,6,4,Healthy,,Government,Pashan Forest,Pashan Sus Road,18.55131371,73.78868815,TRUE,Mechanically cut,N/A,9,Gliricidia sepium (Jacq.) Walp.,4025506,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
